dataset,run,time_s,train_igd,train_hv,test_igd,test_hv,op_SinglePoint,op_TwoPoint,op_Uniform,op_Shuffle,op_ReducedSurrogate
DS02,0,10216.135804041998,0.27359843612930346,143.7777777777778,0.0,138.88888888888894,0.24340214798475993,0.21025802570598412,0.1783240999972557,0.1725450782380854,0.1954706480739149
DS02,1,6497.378604224999,0.27359843612930346,143.7777777777778,0.0,138.88888888888894,0.22680618054459747,0.18041400725138435,0.17330409563556626,0.18935580936005356,0.23011990720839842
DS02,2,5423.6821869939995,0.0,148.22222222222226,0.0,172.22222222222229,0.22889684391905618,0.22492096821822888,0.17281161860738625,0.19775660007593074,0.17561396917939795
